Number_of_Customers,Menu_Price,Marketing_Spend,Cuisine_Type,Average_Customer_Spending,Promotions,Reviews,Monthly_Revenue
17,48.48487890368199,1.860609729200544,American,17.973819578847326,1,8,211.38944801062493
39,15.95967423880779,19.922458992788822,Mexican,39.075076245590864,1,92,377.7741581318717
93,46.134552505441,3.127636088068959,Japanese,21.177812292756105,1,59,308.136381379064
53,29.92363014044023,2.979994722984869,Mexican,16.69838978071954,1,71,233.795812665712
47,46.22099169318695,14.413102905662264,Japanese,39.9479391375662,0,30,238.52985576415
33,25.931495359025423,2.2387185404306065,American,30.09862599051062,0,78,143.3425136598049
23,29.647453634745062,17.94372681929238,Japanese,46.96291955382733,1,38,197.8172020101876
21,29.39113468601385,7.753471895007884,Mexican,44.49986029606342,1,35,226.39174442823375
59,15.567920984701193,0.6284364302254586,Japanese,47.513031999402685,1,5,152.43837256861696
68,48.9818906079548,2.756457983184708,Mexican,22.16967455308783,0,87,217.350451390564
50,30.606947296272505,11.00183880916312,American,22.53065906322441,1,18,365.8905362700136
70,28.928404723253337,4.735686186227708,American,48.16169060312343,0,71,349.2052774328116
57,15.98815871827831,5.850301821414837,Mexican,38.36006045305518,0,67,302.4194780626375
42,21.98383647065908,0.2542977997378703,Japanese,43.00845485038524,1,32,200.6812300902257
47,33.099450836245026,4.9716051542988415,American,22.69221909681946,1,92,182.91904081048472
25,27.6809749513143,3.312566940565307,Mexican,31.493619873727248,0,61,177.4576775982106
65,26.10200174387922,14.468095312245726,Italian,44.53938433476461,1,90,258.33872777297995
21,10.09357562503113,1.1456050215524671,Mexican,19.305465535471,1,75,158.55987801545837
80,25.86597492208217,14.00503918889042,American,44.48304570306388,1,49,356.1079961242076
17,22.45892684531029,0.8747125175993897,American,35.28076833689745,1,57,-25.45342991180117
73,16.819117526956703,2.3204536269633858,Mexican,40.023938269765054,0,15,268.7095591895363
99,16.95013901230267,18.0721568869359,Japanese,22.48767535145552,0,32,394.6819876622096
69,32.5776436271553,4.465267710103927,Japanese,27.28924238018033,1,41,346.80579919070686
40,29.73107387135198,13.305842039561105,Japanese,28.650131261113412,1,88,399.6521996598448
80,29.29425526206366,17.829600312470134,American,16.983594049887458,0,67,256.69208252973186
67,35.902945736076305,2.576974240005097,Mexican,12.500277660416431,0,78,284.5457691451397
77,36.97215225636194,1.043972580899433,American,30.89987235562354,1,86,233.8430345610899
26,35.78186602503288,14.503114551022296,American,18.95698351186358,1,5,271.7212349829828
79,23.434634285993404,13.567576457102836,Mexican,29.08800317671845,0,44,279.2886934046997
70,49.613652533671086,12.258003217238985,Japanese,40.43543910686039,0,29,300.34899033176987
47,27.776778110048063,11.254233980446784,American,31.44621545010944,0,9,221.2461748319743
67,28.618800350799344,3.825208358291734,Italian,45.06455308063566,0,2,424.0145017910801
81,21.547423821225525,2.647447580699449,Japanese,48.15780849975104,1,53,356.1328070024504
35,14.633754271210307,3.342640229424425,Mexican,18.66316742508964,0,92,110.32085322646483
95,34.99903948204209,12.721415274596502,Mexican,11.022791963589388,0,16,476.45611068929713
48,30.498306235276864,8.046542493731119,American,19.3229124756334,0,57,362.2557786543997
66,21.87477098241123,0.6892251885,Italian,47.359118965780766,1,5,297.05994518403514
63,46.41356408230137,13.192587327894843,Japanese,17.770942840072056,0,84,281.47509590412244
62,45.98669781168692,9.632696930697248,American,17.830224256224984,0,4,308.9711493681178
24,46.42744793022853,7.096827205137808,Mexican,15.317121708319306,0,79,250.17651834671145
90,16.119352033142505,5.323360250310749,American,42.82367157296592,1,69,383.65025378128416
67,25.35388607471185,10.649853988742931,Japanese,37.40698053111122,0,79,201.35182131767675
14,49.65901340580193,4.195058953673627,Japanese,33.03143451097647,0,40,292.2978293894159
41,40.0971105046229,14.21769433364638,Italian,36.54970954501548,0,99,211.37362547008735
45,23.29258501420436,17.43195454576461,American,25.119761545046124,1,27,361.9730308562405
43,44.0965863679459,7.795187748529841,Mexican,11.642726911616217,0,8,261.27154614450905
63,33.53055027879724,6.30379042194718,American,31.386436923020952,1,3,318.56968535701736
82,14.8814020849758,2.6303653383275583,Japanese,10.295676057771722,1,69,232.862458244329
82,17.418354987066174,14.751314981856536,Italian,18.279744049802325,0,45,371.6100960898002
43,24.97741478881688,9.238938733419117,Italian,45.436559819897,0,14,233.32476894372397
30,14.492173776448766,6.122746817591864,Italian,32.73727817322013,1,20,146.65325463141613
95,25.139056939434763,2.598598490714026,Italian,45.82905422060458,1,54,326.6752724283878
64,15.60074154641796,10.405931538373082,Italian,25.870202258221173,1,52,254.1584923292848
55,22.478079619805214,4.527029886829719,American,25.50780619356027,1,16,290.59081094844584
89,32.23226325748719,1.7284922152509297,Italian,23.03525370463161,1,77,330.39417513411223
15,48.46662943819253,7.546273228126472,Japanese,23.519262018793444,1,80,115.96839181192244
98,39.22196547237206,16.68606731909535,American,13.652352101786809,0,69,494.2657908365194
94,24.312054037130856,9.394875259813675,Japanese,29.48848027687656,1,92,380.2115741885377
68,12.729988214163663,14.944391754840751,American,22.46286958328916,1,28,315.83373534885214
64,23.360355149809514,10.508698250913858,Japanese,14.459507513551277,1,27,314.1050309529588
41,39.914864163689145,7.273862495122804,Mexican,34.76672176972234,0,3,336.2227677740614
78,25.344490416224872,16.047086583185283,Japanese,33.3368607607374,1,53,417.2333617882197
23,29.88047795284996,5.386625966040501,Japanese,47.0482080753738,0,73,266.47999194296114
32,22.701257915069483,18.121317713727304,Mexican,12.757115125385944,0,49,340.7090041568883
69,41.51159554857969,0.2085539879480613,Japanese,30.48858830708206,0,15,279.7553193574043
98,31.59442548451347,13.173842924148872,Italian,23.09683834933792,1,53,362.5184821950058
35,35.11800211090544,19.491836226706592,Japanese,41.17460681340479,1,56,249.00564989491545
57,24.587889978292235,6.765262106646968,American,27.545900009842192,1,77,187.79778054293777
59,16.55997923957989,3.304078786757003,Mexican,34.94076780696618,1,19,254.30459877366889
11,28.387260510445245,18.187803840167923,American,39.97516066896624,1,98,241.8505907941659
15,45.31625076549845,19.469147799523466,Japanese,39.011483374182205,1,44,299.3528926023737
26,30.84936529941337,0.615800993208957,Mexican,30.110007664384494,0,11,106.96296542340502
67,28.84261810775257,3.3377023570974185,American,12.836638379519169,0,16,366.2391636185893
32,49.37405629611616,3.296493506935241,Japanese,39.920643067976094,1,61,239.9972406336457
32,35.20834993316576,10.258048322943951,Mexican,30.31794767625633,0,17,281.3999747538361
72,27.85474586050342,11.604430375700588,Italian,49.820438720634655,1,4,313.49486858788293
73,37.66472222277277,3.046555713253576,Japanese,27.76735791686017,0,23,272.4822042584115
67,39.4140119466301,12.92900180249214,American,44.4319574766198,0,80,353.7264368433354
85,21.89420192947356,17.585102296927694,Japanese,19.296161848576524,0,30,296.13816104382187
86,33.006534019865,18.221374055347678,American,37.48759985874706,0,22,378.5792732107615
46,23.97547996197332,5.168632405836362,American,36.30864589103814,1,60,156.9067704869909
82,32.32560998375452,2.105183703940248,Italian,20.10121558545778,1,8,321.37323525465007
56,43.604860109648754,7.207556398606951,Italian,17.613479003801903,1,5,324.98622755397105
35,19.409423392079397,0.4405384244763399,Italian,25.690681660941884,0,56,133.50357424032762
33,36.77561605837445,15.238136402648308,Mexican,20.862018207099425,1,15,223.7356098806708
49,29.12936092192289,7.952951591840723,American,13.582640972652428,0,89,261.67090907228567
54,30.730414667055687,8.95205880640434,American,28.01129935326103,1,36,173.02275265534922
61,42.98056187587336,12.450393914594905,Italian,23.13541998466421,1,57,353.16238849847645
72,33.908942610234575,14.81962500549157,American,44.74228112997843,1,22,371.2592926865013
99,38.19702198755813,0.9968405556588312,Italian,38.440038477992445,0,98,356.1414008930872
68,16.669230399735326,3.977125555505918,Italian,14.187038821421334,1,66,345.2649163026754
76,26.636294645877637,14.997015288729326,Japanese,14.022509283337774,1,36,289.0246845142603
32,25.89272461830392,13.429098697892863,American,22.949233024416948,0,72,130.2773549945286
36,36.46620700322166,10.902110565213992,Italian,36.9607013953587,1,80,246.5948798918678
79,48.96658514512063,5.568788165008691,Japanese,44.90079807317449,0,96,358.89517041880595
74,43.46259253169332,19.56794557601192,American,46.12992420380522,1,90,490.2307265806197
25,31.75115631989597,15.191648202292637,American,18.282283335321317,0,38,174.66296966922818
36,39.514230676261,19.61033644002212,Japanese,43.7725945660953,1,95,291.8101924873208
95,45.49841930054012,11.16084650297934,Italian,44.85006509594611,0,99,472.4465972433804
20,47.30922961905019,4.837777671082919,American,25.816730809695123,0,42,33.865728057231
30,19.382451733393147,16.770984298056565,Italian,25.965044017798643,0,33,239.54694932850717
18,10.7347054776216,8.139438192685278,Japanese,12.292412400419472,0,86,34.49421058489672
90,18.72092429976346,2.082747158405749,Italian,15.29151790604153,1,24,284.7478321111949
45,46.473441398396446,4.404506027546303,Japanese,32.219891206785256,0,19,296.0598969262128
95,43.52427852713184,15.331770479432867,American,45.80226415999333,0,93,409.3034161140818
67,27.261125725457703,12.37896386015443,Japanese,46.32060357499897,1,31,368.3336437007988
41,33.80195918801682,17.54276883022808,Japanese,37.30610420176796,1,20,252.6859901018937
17,38.59696160808991,6.6081600775154765,Italian,38.03462796501714,1,8,204.36238640495537
24,21.110104949970445,7.651606471412709,Mexican,44.863435314496265,0,45,151.91424855957632
74,46.9184092719394,9.565105891518474,Mexican,13.348997513813936,1,22,307.7723269337906
97,41.99128088297078,17.585373199956763,Japanese,15.72645431244772,1,31,448.38150125289405
37,47.776389023090935,6.218578600151083,American,34.99918993504141,1,24,247.31375436047605
28,46.31274611938561,19.41532412949566,Mexican,31.288914994247754,0,29,273.8164197172116
79,29.898595759195626,19.639383808922904,Mexican,14.87552330129082,0,85,432.026703468786
88,23.852870743560143,3.720460000113313,Japanese,16.42534450474203,1,62,372.0462825639372
70,15.836882961405818,9.457942656218098,Mexican,41.67565295182917,1,76,412.9260189835207
44,34.66418327449896,4.370196687082606,Japanese,44.240042995726114,0,88,216.1822969686598
35,14.813550481399837,1.880722088685327,Italian,30.14754437312956,1,96,122.29851430956556
44,27.213487100356847,13.511601839005197,American,35.4252799456016,0,32,341.4194508130059
84,21.953435453492556,0.8877554434170887,Mexican,42.20467405264711,0,43,302.39456106629285
92,47.64950016929546,18.14760329425694,Italian,33.307445862183314,0,21,454.689870181012
10,33.77583436914181,8.25522258532052,Japanese,25.498658552870268,1,52,106.5554468856958
83,18.143131213689703,10.991673134442872,Japanese,38.76302482043247,1,95,323.304236860348
60,28.29728391094829,15.971865447655023,American,19.67352781661413,0,27,293.08744148758217
22,33.8990345052772,13.508404150941784,Italian,22.63988564500909,1,14,205.7210153973144
73,41.27161319380117,10.621706897704858,Japanese,37.83179867762982,1,69,319.6722432740493
71,25.686048457807864,1.3701081325395914,American,46.68882367299452,0,18,196.40125148447996
10,48.4526115273963,14.793426014535276,American,13.238149444627524,0,21,260.86612417598553
95,35.5184317326388,15.19222857399593,Mexican,28.88905703024817,0,96,446.21733283876654
50,34.14886126920556,5.10826969370439,Mexican,37.21917850097496,1,98,325.88726488947987
52,26.063209457019497,1.868159439505912,Italian,37.98386132094113,0,3,249.26361993481672
13,36.1305207694932,0.8111747508936284,Mexican,43.11905854009006,1,12,-28.920890063079995
17,12.195304585858995,9.88962262590186,American,17.396811898685772,1,42,99.80226740439464
62,42.60217713609829,12.72981302098308,Italian,16.8638546826076,1,63,325.5445588072106
32,33.542169158929816,1.883038202513958,Japanese,41.72514151852226,0,81,202.2351328988964
39,37.43870943931937,16.709604727646553,Italian,35.38225870966099,0,33,188.7639422022465
34,12.797264228377363,11.869715259518694,Japanese,20.86656765454622,0,85,177.74781290706107
33,32.33650690332792,0.5028391655454545,Mexican,43.10700779125087,1,11,186.68196167940596
18,17.568861591400236,8.402374556954499,Italian,27.7508535636898,0,82,192.89545760562063
97,19.929057710286077,18.405943624388154,Italian,12.178641894673504,0,16,449.0210765048725
